Respondent,Age,Country,EdLevel,YearsCodePro
7913,25.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
7915,29.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
7916,32.0,Belarus,Some college/university study without earning a degree,1.0
7918,25.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
7920,30.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
7922,52.0,United States,,19.0
7923,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
7926,32.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
7933,30.0,Romania,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
7934,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
7936,34.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
7938,29.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
7939,21.0,Canada,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4.0
7941,25.0,Colombia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
7944,39.0,Bulgaria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",15.0
7946,22.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
7947,34.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",15.0
7950,33.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
7951,41.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",16.0
7953,19.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1.0
7954,27.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
7957,39.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",16.0
7958,34.0,Denmark,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
7959,39.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",15.0
7962,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
7963,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
7964,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
7965,29.0,China,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
7967,31.0,Austria,Some college/university study without earning a degree,4.0
7968,25.0,Canada,Associate degree,4.0
7975,24.0,Egypt,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
7976,23.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
7985,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
7986,24.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
7988,28.0,Philippines,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
7989,25.0,Kenya,Some college/university study without earning a degree,2.0
7990,22.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
7991,31.0,Germany,"Other doctoral degree (Ph.D, Ed.D., etc.)",3.0
7992,31.0,Australia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
7993,33.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13.0
7994,20.0,Syrian Arab Republic,Some college/university study without earning a degree,0.5
7996,36.0,United States,Some college/university study without earning a degree,7.0
7998,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
8000,40.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
8001,36.0,Switzerland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",12.0
8002,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
8004,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
8005,28.0,Argentina,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
8006,32.0,Philippines,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
8007,26.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
8013,36.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
8017,36.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",14.0
8019,24.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
8020,24.0,Poland,Some college/university study without earning a degree,3.0
8021,32.0,Turkey,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
8023,29.0,Iran,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
8024,26.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
8026,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
8030,33.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
8033,30.0,Austria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
8034,40.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",18.0
8036,30.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
8037,26.0,Ukraine,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
8039,44.0,Hungary,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0
8041,37.0,United Arab Emirates,"Bachelor’s degree (BA, BS, B.Eng., etc.)",16.0
8043,27.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
8047,25.0,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
8048,31.0,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
8049,23.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
8050,23.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
8051,28.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
8055,20.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",0.5
8056,48.0,Canada,Associate degree,13.0
8058,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
8063,29.0,Romania,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
8064,29.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
8065,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
8067,43.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",17.0
8068,31.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
8071,32.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",12.0
8073,28.0,South Africa,Some college/university study without earning a degree,8.0
8074,40.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",19.0
8079,42.0,Bulgaria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",14.0
8083,38.0,Greece,"Bachelor’s degree (BA, BS, B.Eng., etc.)",17.0
8084,36.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",11.0
8085,27.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
8086,28.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",14.0
8088,40.0,Greece,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20.0
8091,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
8094,46.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25.0
8096,39.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",15.0
8097,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
8098,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
8101,31.0,Israel,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
8102,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
8105,37.0,Portugal,"Other doctoral degree (Ph.D, Ed.D., etc.)",7.0
8109,46.0,Sweden,Some college/university study without earning a degree,25.0
8112,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13.0
8115,48.0,Brazil,Some college/university study without earning a degree,30.0
8118,27.0,Italy,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
8132,22.0,Croatia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
8133,28.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
8135,30.0,Germany,"Other doctoral degree (Ph.D, Ed.D., etc.)",6.0
8140,24.0,Morocco,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
8143,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
8144,26.0,Sri Lanka,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",6.0
8145,39.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
8146,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
8151,23.0,Bosnia and Herzegovina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",2.0
8153,42.0,Serbia,Some college/university study without earning a degree,27.0
8154,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
8162,28.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
8164,31.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20.0
8165,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
8166,53.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",35.0
8167,34.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
8174,26.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
8176,41.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",19.0
8177,31.0,Mexico,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",22.0
8182,28.0,Nigeria,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
8187,29.0,Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0
8188,46.0,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",25.0
8189,29.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
8193,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
8194,41.0,United States,Associate degree,20.0
8195,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
8197,30.0,Slovenia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
8198,25.0,Nepal,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
8200,31.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
8201,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
8202,20.0,Finland,Some college/university study without earning a degree,0.5
8204,28.0,Canada,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
8205,32.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
8206,29.0,Serbia,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
8207,32.0,Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",19.0
8208,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
8212,38.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",11.0
8213,48.0,United States,"Other doctoral degree (Ph.D, Ed.D., etc.)",20.0
8214,32.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",8.0
8216,37.0,Spain,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
8218,22.0,Ireland,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
8222,26.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",5.0
8225,31.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
8230,35.0,Romania,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
8238,40.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20.0
8239,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
8241,26.0,Hungary,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
8242,23.0,Pakistan,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
8245,49.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0
8246,26.0,Mexico,Some college/university study without earning a degree,3.0
8247,49.0,Argentina,"Professional degree (JD, MD, etc.)",32.0
8249,31.0,Netherlands,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
8250,50.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",30.0
8254,29.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
8258,44.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",19.0
8263,33.0,Portugal,Some college/university study without earning a degree,12.0
8264,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
8266,28.0,China,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
8267,33.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",16.0
8271,23.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
8272,24.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
8273,36.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",15.0
8276,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
8281,22.0,Mexico,Some college/university study without earning a degree,2.0
8284,29.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
8287,28.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
8288,28.0,Germany,Some college/university study without earning a degree,4.0
8289,38.0,Germany,"Other doctoral degree (Ph.D, Ed.D., etc.)",2.0
8290,30.0,United Kingdom,Some college/university study without earning a degree,9.0
8291,50.0,Australia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",23.0
8296,24.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",0.5
8297,29.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
8298,20.0,Croatia,Some college/university study without earning a degree,0.5
8299,25.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
8301,37.0,United Kingdom,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",12.0
8303,29.0,Greece,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
8304,28.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
8306,21.0,United States,Associate degree,0.5
8308,34.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13.0
8309,30.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
8314,31.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6.0
8319,36.0,Belgium,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
8320,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
8321,21.0,France,"Professional degree (JD, MD, etc.)",3.0
8322,39.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",16.0
8325,25.0,Taiwan,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
8326,29.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
8328,33.0,Norway,"Other doctoral degree (Ph.D, Ed.D., etc.)",4.0
8329,63.0,Israel,I never completed any formal education,30.0
8331,24.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
8332,25.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
8334,32.0,Malaysia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
8336,28.0,South Africa,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
8340,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
8342,21.0,Nigeria,Associate degree,3.0
8346,24.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
8347,30.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
8348,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
8350,31.0,Australia,Some college/university study without earning a degree,8.0
8352,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
8353,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
8354,25.0,South Africa,Some college/university study without earning a degree,2.0
8356,31.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
8357,27.0,Canada,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
8358,33.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",4.0
8360,26.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
8370,30.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
8371,38.0,Germany,Some college/university study without earning a degree,15.0
8374,33.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
8375,26.0,Spain,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
8376,25.0,Portugal,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
8379,20.0,United Kingdom,Some college/university study without earning a degree,3.0
8383,26.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
8386,23.0,Ethiopia,Some college/university study without earning a degree,1.0
8389,27.0,Germany,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",3.0
8390,30.0,Austria,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10.0
8397,30.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",9.0
8400,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
8404,27.0,United States,Associate degree,8.0
8406,35.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
8408,32.0,Sweden,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
8410,40.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",16.0
8414,43.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",22.0
8416,23.0,Italy,Some college/university study without earning a degree,0.5
8417,42.0,Norway,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",18.0
8419,25.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1.0
8420,29.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
8421,45.0,Sweden,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",25.0
8422,27.0,Netherlands,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
8423,26.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",1.0
8424,25.0,United States,Some college/university study without earning a degree,0.5
8425,27.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",7.0
8426,30.0,Germany,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
8427,25.0,United Kingdom,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
8428,27.0,United States,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1.0
8429,40.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",24.0
8431,32.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",11.0
8433,50.0,United Republic of Tanzania,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",26.0
8436,30.0,Poland,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8.0
8438,20.0,Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",4.0
8439,37.0,Uruguay,Some college/university study without earning a degree,10.0
8440,28.0,Serbia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
8441,32.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
8442,33.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
8443,27.0,United States,Some college/university study without earning a degree,5.0
8444,41.0,Italy,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
8446,47.0,Switzerland,Some college/university study without earning a degree,27.0
8447,50.0,Mexico,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20.0
8450,26.0,Argentina,"Bachelor’s degree (BA, BS, B.Eng., etc.)",1.0
8451,28.0,India,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2.0
8452,30.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",9.0
8456,26.0,France,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
8457,29.0,Argentina,,1.0
8459,27.0,Bangladesh,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
8460,25.0,Nigeria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0
8463,25.0,United States,Some college/university study without earning a degree,4.0
8467,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
8469,28.0,China,Associate degree,6.0
8471,23.0,Brazil,"Bachelor’s degree (BA, BS, B.Eng., etc.)",6.0
8472,28.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",4.0
8475,25.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
8476,28.0,France,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7.0
8481,31.0,Russian Federation,"Bachelor’s degree (BA, BS, B.Eng., etc.)",13.0
8482,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
8483,38.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",16.0
8484,26.0,Serbia,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2.0
8485,23.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",0.5
8486,24.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",3.0
8493,32.0,El Salvador,Associate degree,6.0
8494,33.0,India,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10.0
8496,32.0,Romania,Some college/university study without earning a degree,8.0
8500,35.0,United States,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",13.0
8502,28.0,Sweden,Some college/university study without earning a degree,15.0
8503,41.0,Russian Federation,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",23.0
8504,29.0,United States,"Bachelor’s degree (BA, BS, B.Eng., etc.)",5.0
